id,lat,lng,comment,vote
236915,34.040172,-118.150344,Connect gold line to Elac with protected bike lanes through county and city of Monterey Park,I like this location
236916,34.067023,-118.270612,"Tommy's, Fried Chicken, Bike Lanes!",I like this location
236917,34.071715,-118.281169,Great for access to the Gallery and the Art Lanes,I like this location
236918,34.028513,-118.411674,,I like this location
236919,34.056997,-118.276534,Red Line connection,I like this location
236920,34.030967,-118.274388,,I like this location
236921,34.03054,-118.27486,"triangle @ se corner of Fig/23rd Street.
Plenty of room for bike share station",I like this location
236922,34.062172,-118.337246,,I like this location
236923,34.098408,-118.287091,Right in front of the Vista intersection and great connection to the Red Line station.,I like this location
236924,34.104733,-118.291984,"Post office, bus stops, and farmers market. Easy connection to the Red Line",I like this location
236925,34.021542,-118.278465,"Next to Expo Line station
",I like this location
236926,34.011475,-118.282928,Expo Park ,I like this location
236927,34.011262,-118.291211,Expo Park,I like this location
236928,34.09592,-118.279881,King Middle School and a good connection to the Red Line,I like this location
236929,34.017985,-118.2828,Expo Park/USC,I like this location
236930,34.1155,-118.156843,,I like this location
236931,34.039929,-118.399014,,I like this location
236932,34.10285,-118.287692,"Near businesses such as Home and Spitz, and a good connection to the Red Line",I like this location
236933,34.044374,-118.358889,"I think this should be placed on Venice and Hauser,  because it has a metro stop that goes to the beach/dtla. It is also an intersection between two other bus lines (i.e. pico blvd=Big Blue Bus, washington blvd=Culver City Bus) that connect to various other cities. They are also very far apart so someone would wish they had a bike either midway or starting point. ",I like this location
236934,33.993117,-118.291597,,I like this location
236935,34.109424,-118.187785,,I like this location
236937,34.098266,-118.307819,Right near the UCB Sunset theater and school. Lots of younger people who may be more inclined to use bike share,I like this location
236938,33.989274,-118.309021,This is a very popular spot. ,I like this location
236939,34.095139,-118.283529,"All of the coffee shops, bars, restaurants are neighborhood meeting places. A good Red Line connection",I like this location
236940,34.067023,-118.288593,All the parks need bike share locations!,I like this location
236942,34.110881,-118.287306,A way to get those too far from the Red Line closer to it. A major intersection where many of the neighborhood people already congregate ,I like this location
236943,34.083979,-118.28177,,I like this location
236944,34.101571,-118.294215,Barnsdall is a sorely underutilized park that would benefit greatly from bike share. A good connection to the Red Line.,I like this location
236945,34.060801,-118.445449,,I like this location
236947,34.101784,-118.292542,Place this on or near the Vermont Triangle. A good connection to the Red Line,I like this location
236948,34.053939,-118.465919,,I like this location
236953,34.098444,-118.328075,,I like this location
236955,34.10747,-118.287606,Lots of red curb here. Good neighborhood area and good connection to the Red Line station.,I like this location
236956,34.100611,-118.259497,Borrow a bike where you borrow a book - at the SL Library,I like this location
236957,34.062081,-118.35979,As close to LACMA as possible. ,I like this location
236959,34.102495,-118.258896,I can think of 365 reasons to have a bike drop here,I like this location
236960,34.090874,-118.286748,Popular intersection and a good connection to the Red Line,I like this location
236961,34.092971,-118.266535,"Heavily used rec center with playground, sports, camps, etc.",I like this location
236963,34.101784,-118.292542,,I like this location
236964,34.089275,-118.268294,Ice cream. Coffee. Restaurants. Shops. Music. Salons. etc.,I like this location
236965,34.116424,-118.270397,"Pool. Tennis courts. Soccer field, Playground. Preschool. Bike path!!!!",I like this location
236966,34.107363,-118.263102,How about a bike share station on this decade-old vacant lot! Right near the only transit in the neighborhood!,I like this location
236968,34.108109,-118.268337,Coffee. Ivanhoe. Camelot Pre-school. Professional buildings. Restaurants. Shops.,I like this location
236970,34.104343,-118.27353,Baller. Pizza. Restaurants. Shops. No parking!,I like this location
236971,34.108358,-118.278036,Let the Marshall students commute to school!,I like this location
236976,34.003862,-118.150706,Citadel,I like this location
236984,34.072817,-118.250957,"Beginning of the Sunset Blvd. bike lane, and access to Dodger games, the 2 metro bus, etc.",I like this location
236985,34.072284,-118.043675,,I like this location
236986,34.057779,-118.30842,The plot where Pollo a la Brasa and the Metro 66 bus stop are seems like a good place to put a bunch of bikes.,I like this location
236987,34.082237,-118.220744,,I like this location
236988,34.065563,-118.218816,,I like this location
236989,34.073635,-118.211818,This would make my commute and others easier to go to work since we work in DTLA.,I like this location
236992,33.989595,-118.214221,I can commute to the dtla metro bike share for work,I like this location
236993,33.98963,-118.217955,,I like this location
236994,34.08668,-118.286877,Virgil Village is very dense and transit dependent. I live .5 mile from Vermon/SM station ...12 min walk or 6 min bike. Bring bike share to Vigil Village,I like this location
236995,34.061548,-118.319578,"When the first phase of the Purple Line Extension opens, there will be a long gap between the stations at Western and La Brea. Having a bike share station somewhere in between, such as here near Wilshire and Crenshaw, would provide a convenient ""last mile"" option for people who work in or visit the office buildings along this part of Wilshire, as well as for residents of the nearby neighborhoods, to connect to the subway.",I like this location
236996,34.090518,-118.277307,Sunset Triangle location ,I like this location
236997,34.115464,-118.157616,"It would be great to have metro bike stations at the Mission Station, at the Library, at Mission and Fair Oaks and Fremont and Huntington.",I like this location
236998,34.035235,-118.368931,"Next to Washington/Fairfax terminal and a 5 minute bike ride to La Cienega/Jefferson. Would be faster than extremely congested intersection, and eliminate time-consuming transfers.",I like this location
236999,34.032532,-118.362494,Lots of people in this neighborhood walk and bike. A bike share would help our many residents who already don't have cars get to nearby grocery stores and parks. ,I like this location
237000,34.104414,-118.150749,Provides access to several shopping locations and makes the South Pasadena Gold Line station more accessible.,I like this location
237002,34.11518,-118.184309,Ties to a major bus hub and 2 main streets.  ,I like this location
237003,34.045975,-118.345327,"There are two wildly popular taco trucks at this intersection that attract dozens of people at a time every single night. Venice has bike lanes, and the 733 Rapid sometimes fills up its bike racks to the west and cannot accommodate additional bikes. Bikeshare could be the solution.",I like this location
237004,34.049637,-118.436179,,I like this location
237005,34.047753,-118.434978,,I like this location
237006,34.066561,-118.168302,All College and University campuses need a bike share station.  It will reduce car use during lunch hours.,I like this location
237008,33.999896,-118.30889,,I like this location
237011,34.019194,-118.031659,Need bikes at the college.,I like this location
237019,34.026557,-118.291082,Jefferson/Vermont please!,I like this location
237022,34.061761,-118.308849,This is LA's most dense neighborhood. Can you imagine the amount of people that would bike from Ktown to DTLA on a daily basis?,I like this location
237032,34.083801,-118.326874,Would be nice to get off the red line at Hollywood and Vine and be able to take a bike all the way down to Melrose!,I like this location
237033,34.045334,-118.447595,"Would be nice to be able to get off the Expo Sepulveda station and take a bike all the way up Sawtelle! Lots of attractions there, restaurants and movie theatre.",I like this location
237051,34.065068,-118.469439,,I like this location
237062,34.110028,-118.192978,,I like this location
237070,34.097875,-117.711811,Would allow travel to and from the Claremont Metrolink station ,I like this location
237071,34.05913,-117.752023,Downtown Pomona could use BikeShare ,I like this location
237080,34.1015,-118.337688,"Place directly at Hollywood/Highland despite WeHo service area. Work with WeHo pedals to place two stations at Red Line station, one for each",I like this location
237113,34.065563,-118.218816,"Brewery Arts Complex!
1/2 way between Lincoln/Cypress and Chinatown Metro Stations. ",I like this location
237159,34.053904,-118.267994,,I like this location
237161,34.045157,-118.418927,"I'd actually prefer it at Beverly Glen, but for some odd reason you guys have greyed out that area.",I like this location
237170,34.074701,-118.252416,Large space available to install bike station on corner of Lilac Terrace (sunset blvd) & Quintero St. ,I like this location
237171,33.997316,-118.425407,,I like this location
237172,34.004787,-118.431158,,I like this location
237173,34.033955,-118.441887,,I like this location
237174,34.008416,-118.424463,,I like this location
237175,34.020724,-118.40395,,I like this location
237178,34.065494,-118.30297,,I like this location
237191,34.1155,-118.156843,,I like this location
237192,33.977851,-118.391118,"The Howard Hughes Center is currently upgrading the Promenade. The area attracts local youth and office employees alike. Their are bus stops for Metro, Culver and Big Blue Bus close by.",I like this location
237193,34.031572,-118.452702,"Right at the rail station, on a bike path.",I like this location
237194,34.064925,-118.469224,This is a good location; Brentwood Village is at the top of a slight hill so having a bike available here would help get people to bus and rail. There are also lots of schools here - Barrington could use a bike path! Same with Sunset...,I like this location
237195,33.999522,-118.441329,,I like this location
237196,33.997102,-118.434463,,I like this location
237197,33.990449,-118.447337,,I like this location
237198,33.99728,-118.424335,,I like this location
237199,34.015246,-118.441329,,I like this location
237200,34.015602,-118.442273,,I like this location
237201,34.016918,-118.404765,,I like this location
237202,34.007064,-118.410988,,I like this location
237204,34.013361,-118.417039,Lots of bike users in this area. Very dense. Has expo. ,I like this location
237207,34.019941,-118.421974,,I like this location
237208,34.02734,-118.427896,,I like this location
237209,33.999557,-118.357773,,I like this location
237210,34.006175,-118.428841,"Would be right near the farmer's market on Sundays, and a good location hub near the Mar Vista library",I like this location
237211,34.004431,-118.421373,,I like this location
237212,34.090518,-118.338289,,I like this location
237215,34.102957,-118.24306,,I like this location
237216,34.020688,-118.422661,The trader joes parking  lot is perfect! I would easily ride this bike to culver city or to dinner on Washington Blvd in Mar Vista,I like this location
237219,34.020261,-118.426437,"Hundreds of UCLA grad students live here. Having bike share here would greatly reduce car use in the neighborhood. I could ride to get groceries, jump on the train, get to campus, etc!",I like this location
237220,34.055788,-118.424549,I would like to see a location right at or across the street from the Century City Shopping Center to go to the movies or mall.,I like this location
237221,34.04217,-118.267093,I would love to see a location that would be between STAPLES Center and the LA Convention Center.  You have the subway right there and the park that is between the 2 venues.,I like this location
237222,34.045939,-118.266363,"If your staying at one of the various hotels at LA Live and you would want to ride around DTLA, you would need a bike location that is convenient near those hotels to have traffic get to them.",I like this location
237223,34.073564,-118.241172,"While not the easiest place to get to by bike, it certainly would be a great way to avoid the traffic if their was a bikeway to get you into the stadium.  You could have them on various entrances, but again you would need a new entry point without cars around you to have it make sense.",I like this location
237224,34.056073,-118.236022,If we have transportation hubs shouldn't we then have bike share stations near these hubs as well?,I like this location
237225,34.036444,-118.535872,What is better than a bike ride along the beach and see LA's most scenic areas.,I like this location
237226,34.049104,-118.529005,Around the commercial and residential areas on Sunset Boulevard it would be nice to see some bike shares here,I like this location
237227,34.032674,-118.52849,"If your going to have locations in the Palisades, you can't just have 1 location you need multiple spots for people to rent and park from.",I like this location
237228,34.050739,-118.511925,"If your going to have locations in the Palisades, you can't just have 1 location you need multiple spots for people to rent and park from.  This includes a state park",I like this location
237229,34.052304,-118.473902,Brentwood has tremendous retail and residential areas along with a great street with bike lanes on San Vicente.,I like this location
237230,34.051877,-118.459225,"For the folks who are at the VA, this would be a way for them to ride up to Brentwood and keep them out of their car.",I like this location
237231,34.055291,-118.44635,"This location puts you between the Federal Building, Westwood Park, residential areas and a recreational center.",I like this location
237232,33.975965,-118.415966,The area around Playa Vista is almost tailor made to having lots of bikes around.,I like this location
237233,33.967993,-118.425236,The area around Playa Vista would allow for more exploration of the Ballona Wetlands with bikes at the ready.,I like this location
237234,34.054827,-118.260055,Many people work here and at the schools nearby. We need a better and safer way to get to and from the shops and downtown metro station. ,I like this location
237235,34.08559,-118.228803,A station next to the river trail access point would be ideal. It's so hard to get there now with all the construction. ,I like this location
237236,34.043734,-118.306704,This is a big biking area and no Metro bikes anywhere yet - be a great location to take a bike downtown or up to Hollywood. ,I like this location
237237,34.08341,-118.322282,This location is convenient to Paramount,I like this location
237239,34.004431,-118.421373,,I like this location
237240,33.960196,-118.242656,Firestone blueline station,I like this location
237241,34.074844,-118.258638,,I like this location
237243,34.06361,-118.314428,6th street is an ideal bike pathway,I like this location
237244,34.076408,-118.337774,Beverly Blvd. should have a bike renting station entering the WeHo are...ideal would be Martel and Beverly too,I like this location
237245,34.045903,-118.427811,great intersection for having a bike rental station,I like this location
237249,33.999628,-118.291554,,I like this location
237250,34.020333,-118.285289,,I like this location
237251,34.024814,-118.290739,,I like this location
237252,34.000233,-118.296318,,I like this location
237258,34.065743,-118.251815,,I like this location
237259,34.023925,-118.346229,I would like to suggest a station here because ti is close to the Metro exit and I can rent a bike here on my way home from work.,I like this location
237260,34.039716,-118.340693,This would eb a good location for a station because it is near the expo line and numerous other public transportation stops but is far enough from the main street to not have to deal with heavy traffic,I like this location
237261,34.073991,-118.196669,,I like this location
237262,34.094499,-118.208427,,I like this location
237263,34.10484,-118.202162,,I like this location
237266,34.08668,-118.259583,,I like this location
237281,33.9881,-118.394723,This location would be convenient for the mall and the bus station near by.,I like this location
237282,33.98294,-118.38614,"Close to mall, bus stations, and park",I like this location
237283,34.057388,-118.363609,"This section of fairfax is always heavily congested, might help if people can bike instead. Near a lot of bus stations and attractions (Little Ethiopia, Miracle Mile, The Grove, Tar Pits, LACMA)",I like this location
237284,34.078612,-118.450341,,I like this location
237285,34.098017,-118.338246,,I like this location
237286,34.098444,-118.328075,,I like this location
237287,34.105728,-118.199887,,I like this location
237290,33.998668,-118.05522,,I like this location
237291,33.989132,-118.224907,,I like this location
237292,34.107576,-118.29164,,I like this location
237295,34.072284,-118.290396,At L.A. Eco-Village - a longtime source of eco and bike culture. Also serves several schools.,I like this location
237296,34.069156,-118.307905,"Serving the Koreatown YMCA, post office, other retail",I like this location
237297,34.076692,-118.292027,,I like this location
237298,34.067023,-118.288593,,I like this location
237299,34.083552,-118.294945,,I like this location
237300,34.067272,-118.291683,4th Street (has sharrows) is a very useful east-west bike street - suggest stations at 4th and Various significant cross streets,I like this location
237309,34.052268,-118.254004,Need a bike share location by the YMCA. ,I like this location
237310,34.081882,-118.242159,LAPD Elysian Park Academy. Safe and provides opportunity for scenic rides from Elysian Park to DTLA. ,I like this location
237311,34.026984,-118.393393,"Bike share in Palms would be great! A dense, transit-accessible area with lots to offer and where parking is scarce! Please bring bike share to Palms!",I like this location
237313,34.030754,-118.420086,,I like this location
237314,34.026842,-118.393607,Bring bike share to Palms please!,I like this location
237315,34.020724,-118.40395,,I like this location
237317,34.009021,-118.413863,,I like this location
237327,34.111627,-118.286705,,I like this location
237328,34.116033,-118.271685,,I like this location
237329,34.098159,-118.291769,Please expand it to this neighborhood.  It would be perfect to bike to Silver Lake and Echo Park!,I like this location
237330,34.024921,-118.407383,,I like this location
237334,34.10786,-118.254004,Glendale would be a great location.,I like this location
237343,34.091265,-118.309879,,I like this location
237344,34.109459,-118.307648,It's critical to have a bikeshare location inside Griffith Park.,I like this location
237345,34.115748,-118.147531,,I like this location
237346,34.109708,-118.155127,,I like this location
237347,34.113048,-118.172207,,I like this location
237348,34.115464,-118.157616,,I like this location
237349,34.049175,-118.384981,Locating bike sharing at parks and rec centers is a natural: it encourages greater use of our parks as a community resource and park patrons are already inclined toward healthy activities.,I like this location
237352,34.069831,-118.276749,Bike lanes on 7th and great proximity to Tommy's and the Chicken joint!,I like this location
237353,34.028513,-118.388715,Let's get Bike share at the Expo line station and in nearby Culver City & Palms!,I like this location
237356,34.051166,-118.432875,Link between SM Blvd. bike lane and access to Westwood-Rancho Park station,I like this location
237357,34.034702,-118.28383,"At the heart of the North University Park neighborhood, close to many businesses, the Hoover Recreation Center, and the under-renovation Hoover-Union triangle park. Likely to be high demand for trips between here and USC campus",I like this location
237358,34.057602,-118.301082,It's vital for any bikeshare in Koreatown to have a station serving the busy business district at 8th and Irolo. ,I like this location
237359,34.106723,-118.272071,"Right by the griffith park bike lanes, close to shops and convenient for riding to the Sunset vermont station",I like this location
237364,34.062081,-118.35979,,I like this location
237365,34.035733,-118.238897,Across the street from DTLA ROW is the Metro bus parking with ample location to install a Metro Bike Station.,I like this location
237385,34.065563,-118.218816,,I like this location
237386,34.065563,-118.218816,This would serve a huge number of people! ,I like this location
237390,34.065199,-118.218908,"This is a great spot where a lot of people live and commute
",I like this location
237391,34.110668,-118.292198,,I like this location
237392,34.105267,-118.300309,,I like this location
237393,34.098479,-118.297949,,I like this location
237394,34.076337,-118.308935,,I like this location
237395,34.07655,-118.323612,,I like this location
237396,34.076692,-118.315544,,I like this location
237397,34.083588,-118.308978,,I like this location
237398,34.088528,-118.309021,,I like this location
237399,34.090767,-118.309021,,I like this location
237400,34.090803,-118.291683,,I like this location
237401,34.065199,-118.218908,,I like this location
237402,34.081846,-118.323913,"We need to connect neighborhoods like Larchmont and East Hollywood (Hollywood Studio District) to the Red Line. 
Also, there is a lot of businesses that provide services that many people come from around the are to use. MetroBike would be a good way to move around the area to do errands. 

In terms of tourism, there is always a lot of people walking from Studio District to Hollywood Blvd it would be a good way to connect visitors to attractions points ",I like this location
237403,34.089097,-118.326874,Middle point betwwen Melrose and Sunsent ,I like this location
237404,34.085401,-118.224864,,I like this location
237407,34.110881,-118.287306,good location near local businesses to bike from red line stop but too far to walk there,I like this location
237441,34.053619,-117.822318,Need a bike stand at Cal Poly.,I like this location
237442,34.049068,-117.844248,Need bikes at Mt. Sac.  Will allow students to ride over to Cal Poly.,I like this location
237446,34.002297,-117.828498,AQMD needs a bike station at its headquarters.  Clean air and all that.,I like this location
237447,33.992406,-117.928405,Need a bike station at the mall or in the park next door.,I like this location
237450,34.07104,-118.44532,UCLA needs a station deep in the centre.,I like this location
237454,34.120367,-118.295975,"This is a good location, access to the Greek and the Observatory.  Also the other stuff in the park.",I like this location
237459,34.058668,-118.209887,County USC Hospital needs at least 2 stations near or on the campus (one on each section).,I like this location
237480,34.068161,-118.202891,"Bike to the DMV, duh?",I like this location
237485,34.070151,-118.211603,,I like this location
237487,34.02172,-118.35288,For access to the park! Tennis and swimming.,I like this location
237488,34.008558,-118.335371,For shopping,I like this location
237489,34.004289,-118.331466,"For access to Leimert Park Village shopping, venues, and restaurants",I like this location
237498,34.049886,-118.410516,,I like this location
237505,34.097235,-117.715588,,I like this location
237506,34.095743,-117.719064,,I like this location
237507,34.099936,-117.770734,,I like this location
237509,34.106404,-117.789187,,I like this location
237510,34.084228,-118.151221,,I like this location
237511,34.058917,-117.826996,,I like this location
237512,34.10285,-118.287692,,I like this location
237513,34.103739,-118.291898,,I like this location
237514,34.104094,-118.28692,,I like this location
237793,34.06201,-118.307648,It's close to the Metro station but has room for the bike station.,I like this location
237874,34.064952,-118.216714,,I like this location
237880,34.069298,-118.445141,,I like this location
237881,34.063287,-118.4471,,I like this location
237882,34.05921,-118.444253,,I like this location
237883,33.976197,-118.381012,,I like this location
237884,33.978724,-118.413936,,I like this location
237885,33.978724,-118.413936,,I like this location
237886,33.972525,-118.42319,,I like this location
237887,33.976526,-118.419117,,I like this location
237888,34.064463,-118.196926,"There is a lot of foot traffic here, as well as local commuters who currently use public transit & need 1st mile last mile issues covered.",I like this location
237895,33.978871,-118.037256,,I like this location
237896,34.115464,-118.16328,bike share at trader joes would be awesome.,I like this location
237903,34.065199,-118.218908,"Brewery is a hub, has a bus stop, we need a bike stop, thanks!",I like this location
237904,34.111343,-118.336186,Hollywood Bowl needs bikes.  This will connect well with the H&H Redline station.,I like this location
237905,34.105373,-118.349018,"Runyon Canyon Park needs bikes.  This will allow more individuals to transit to the park.  (Parking there is horrible.  Losing a few parking spots, yet allowing more people to get there is OK.)",I like this location
237941,34.02364,-118.283916,It is hard for me to discern this exact location. I am attempting to propose something near us.  I live in the Brewery Artist Colony in Lincoln Heights along with 300-700 other artists. I teach at Bravo H.S. It would be great near us. Please!!! Thank you!,I like this location
237942,34.065708,-118.217397,,I like this location
237945,33.974257,-118.429613,Lots of condos and businesses here that can use transpo to the nearby restaurants and beach,I like this location
237946,33.981197,-118.408456,LMU will have an extension campus here soon. Would be ideal for students to bike to and from the main campus via bikes,I like this location
