id,comment,date,user
236706,I Agree,"Apr 30, 2017",Anonymous
236706,Next to Metro and needed to get around Palms as long as there are additional drop-off locations.,"Apr 28, 2017",Anonymous
236706,Definitely makes sense to have a bike share hub at the Palms Expo Line Metro station.,"Apr 28, 2017",Anonymous
236706,Get off Metro and hop on a Metro Bike - Perfecto!!,"Apr 28, 2017",Anonymous
236706,I Agree - need to bike to the Metro station!,"Apr 28, 2017",Anonymous
236706,Connectivity with transit is crucial,"Apr 28, 2017",Anonymous
236706,Bike stations at metro stations encourages metro riding and bike riding,"Apr 26, 2017",Anonymous
236706,There should definitely be some by the metro,"Apr 17, 2017",Anonymous
236706,I also like this location!,"Apr 17, 2017",Anonymous
236707,I wish to see the Golden line train continues to the city of Glendora. Thank you. Gougas Ghougassian,"Apr 17, 2017",Anonymous
236708,Much needed.,"Jan 10, 2018",Anonymous
236708,I Agree,"Oct 13, 2017",Anonymous
236708,I Agree,"Jul 31, 2017",Anonymous
236708,I Agree,"Jul 25, 2017",Anonymous
236708,I Agree,"Jun 10, 2017",Anonymous
236708,I Agree,"Jun 1, 2017",Anonymous
236708,I Agree and needs to happen soon,"May 30, 2017",Anonymous
236708,I Agree and needs to happen soon,"May 30, 2017",Anonymous
236708,I Agree,"May 5, 2017",Anonymous
236708,This is essential with the park now open.,"May 2, 2017",Anonymous
236708,"I Agree, perfect location.","Apr 20, 2017",Anonymous
236708,I Agree,"Apr 18, 2017",Anonymous
236709,I Agree,"Oct 16, 2018",Anonymous
236709,I Agree,"Oct 3, 2017",Anonymous
236709,I Agree it is very hard to get to this amazing park from DTLA even though it is so close,"Jun 28, 2017",Anonymous
236709,Parking is limited - having a station here would be great! ,"May 8, 2017",Anonymous
236709,I Agree,"May 2, 2017",Anonymous
236709,YES! I like this location - please add!,"Apr 14, 2017",Anonymous
236709,Enough bike share locations in Downtown. Please add to Koreatown instead.,"Apr 14, 2017",Anonymous
236709,Opens up parks to the DTLA community,"Apr 14, 2017",Anonymous
236710,I Agree,"Jul 25, 2017",Anonymous
236710,Agreed. This would be a great location and enhances connectivity to USC and the MyFig corridor. ,"Apr 17, 2017",Anonymous
236711,I Agree,"Aug 2, 2017",Anonymous
236711,I Agree,"Jul 27, 2017",Anonymous
236711,I Agree. A lot of popular businesses and breweries.,"Apr 27, 2017",Anonymous
236711,Enough bike share locations in Downtown. Please add to Koreatown instead.,"Apr 14, 2017",Anonymous
236712,Very convenient if the gold line has passed already. Very useful,"Nov 15, 2018",Anonymous
236712,I Agree,"Oct 21, 2018",Anonymous
236712,I agree,"Aug 17, 2018",Anonymous
236712,I Agree,"Jul 27, 2017",Anonymous
236712,There is a Mariachi goldline station that would complement the metro bike station very well!,"Apr 22, 2017",Anonymous
236712,I Agree,"Apr 22, 2017",Anonymous
236712,I Agree,"Apr 20, 2017",Anonymous
236712,I Agree,"Apr 18, 2017",Anonymous
236713,I Agree,"Aug 2, 2017",Anonymous
236713,I Agree. In case they run out of bikes at the proposed Metro Station location.,"Apr 27, 2017",Anonymous
236713,I Agree,"Apr 27, 2017",Anonymous
236713,It's kind of ridiculous that Grand Park and the subway stations there have no bike stalls nearby.,"Apr 18, 2017",Anonymous
236713,Enough bike share locations in Downtown. Please add to Koreatown instead.,"Apr 14, 2017",Anonymous
236714,In or around the row would be great,"Sep 5, 2018",Anonymous
236714,Definitely need one here considering how car-centric The Row is trying to be.,"Jul 18, 2018",Anonymous
236714,I Agree,"Jun 11, 2018",Anonymous
236714,PLEASE ADD. SO MANY OFFICES,"Jun 11, 2018",Anonymous
236714,"I Agree, Can't get one there soon enough.","May 13, 2018",Anonymous
236714,Super important. And I bet the developers wouldn't mind.,"Jan 10, 2018",Anonymous
236714,I Agree this is very important. There are almost no ways of accessing the row without a car,"Jun 28, 2017",Anonymous
236714,I Agree,"Jun 27, 2017",Anonymous
236714,I Agree. My office is moving here and there will be many other businesses opening up soon.,"Apr 24, 2017",Anonymous
236714,"Agree. Would be good to be able to use bike share from the Little Tokyo Gold Line station to get to Smorgasburg, since DASH doesn't operate this area efficiently on weekends.","Apr 14, 2017",Anonymous
236714,Enough bike share locations in Downtown. Please add to Koreatown instead.,"Apr 14, 2017",Anonymous
236715,I Agree,"Jul 16, 2017",Anonymous
236715,I Agree,"Jul 11, 2017",Anonymous
236715,I Agree,"Apr 28, 2017",Anonymous
236716,I Agree,"Dec 1, 2017",Anonymous
236716,I Agree,"Oct 17, 2017",Anonymous
236716,I Agree,"Sep 18, 2017",Anonymous
236716,I Agree,"Jun 9, 2017",Anonymous
236717,I Agree,"Sep 18, 2017",Anonymous
236717,I Agree,"Sep 8, 2017",Anonymous
236717,All of the LA Parks should have stations.,"Aug 31, 2017",Anonymous
236717,I Agree,"Jul 16, 2017",Anonymous
236717,I Agree,"Jun 9, 2017",Anonymous
236717,I Agree,"May 20, 2017",Anonymous
236717,I Agree,"Apr 19, 2017",Anonymous
236717,I Agree.  Bikes in the park!,"Apr 18, 2017",Anonymous
236718,I Agree,"Mar 22, 2018",Anonymous
236718,I Agree connect Silver lake and sunset junction to the red line,"Dec 1, 2017",Anonymous
236718,I Agree,"Oct 17, 2017",Anonymous
236718,I Agree - This is a great location to connect Silver Lake / Sunset Blvd to Red Line station at VT/SM.,"Oct 13, 2017",Anonymous
236718,I Agree,"Apr 21, 2017",Anonymous
236719,I Agree,"Jun 20, 2018",Anonymous
236719,Bikes would take some of the residents out of the traffic equation during that time,"Apr 25, 2018",Anonymous
236719,Would also ease traffic during rush hour in the area. Traffic barely moves around 5/6pm going east and north,"Apr 25, 2018",Anonymous
236719,"Definitely need a station here. Such a major intersection, and super central to get around the nighborhood and better connects the enormous population of Silverlake with other areas, such as Hollywood, koreatown, etc. ","Apr 25, 2018",Anonymous
236719,I Agree,"Oct 17, 2017",Anonymous
236719,I Agree,"May 20, 2017",Anonymous
236719,Super important to have a station at this intersection of two major bike thoroughfares,"Apr 14, 2017",Anonymous
236720,I Agree,"Mar 11, 2019",Guest
236720,A great way to connect Atwater to Frogtown,"Apr 14, 2017",Anonymous
236721,"I Disagree there is too much traffic and congestion in this area, small sidewalks. The bike stop needs space. So it would need to be toward the sunset/vermont station or near Barnsdall park. ","Nov 27, 2018",Anonymous
236722,I Agree,"Jul 12, 2018",Anonymous
236722,"I Agree - I do not attend the school, but live on Willow Brook Ave. This is a great place for bike metro to connect EH and Silver Lake to the Red Line. ","Oct 13, 2017",Anonymous
236722,"I work at LACC, Rideshare Coordinator. We have the Red Line Station and Willowbrook entrance of our LACC campus. We need bike sharing for your students and staff.","May 11, 2017",Anonymous
236722,I Agree,"May 11, 2017",Anonymous
236723,I Agree,"Apr 12, 2018",Anonymous
236723,"I Agree, lots of room & lockers at the train stop already, it just makes sense","Jan 18, 2018",Anonymous
236723,I Agree,"Oct 13, 2017",Anonymous
236723,Seems like there should be bike shares at all metro stops...,"Sep 21, 2017",Anonymous
236723,I Agree,"Jul 6, 2017",Anonymous
236723,I Agree,"Apr 26, 2017",Anonymous
236724,"I Agree, Great location next to the park","Jul 7, 2018",Anonymous
236724,I Agree. This would be an ideal place for a bike station as my kids and I could ride to the meadow and home again. ,"Feb 21, 2018",Anonymous
236724,I Agree. This would be an ideal place for a bike station as my kids and I could ride to the meadow and home again. ,"Feb 21, 2018",Anonymous
236724,I Agree,"Oct 17, 2017",Anonymous
236724,I Agree,"Sep 8, 2017",Anonymous
236724,I Agree,"May 1, 2017",Anonymous
236724,The meadow NEEEEEDS a bike station,"Apr 14, 2017",Anonymous
236730,I Agree,"Nov 21, 2018",Anonymous
236730,I Agree,"May 1, 2018",Anonymous
236730,I Agree,"Aug 2, 2017",Anonymous
236730,I Agree,"Jul 7, 2017",Anonymous
236730,"I like this location. It is across the street from a school, and parents and staff there could use this station.","Apr 14, 2017",Anonymous
236731,I Agree,"Jul 21, 2018",Anonymous
236731,I Agree,"Jan 2, 2018",Anonymous
236731,I Agree,"Aug 11, 2017",Anonymous
236731,I Agree,"Aug 2, 2017",Anonymous
236731,I Agree,"Jul 18, 2017",Anonymous
236731,I Agree,"Jun 8, 2017",Anonymous
236731,"Every Metro Rail station, especially at stations where multiple transit lines intersect like this one, should have a bike station nearby.","Apr 18, 2017",Anonymous
236731,"This is a great spot for a bike share station, a key intersection for public transportation along the Vermont & Wilshire corridors.","Apr 17, 2017",Anonymous
236731,"Ideal spot, near major bus thoroughfares. Can help during Red/Purple maintenance at late hours.","Apr 15, 2017",Anonymous
236731,"Having bikes here would be great, but there needs to be a safe, newbie-friendly way for bicycles to go from the Wilshire/Vermont station to the 7th St bike lanes.","Apr 14, 2017",Anonymous
236731,I agree! A bike share outside of the Red/Purple Line station at Vermont & Wilshire would be great.,"Apr 14, 2017",Anonymous
236731,"Perfect location.  Buss stops, Red line, and one block south is 7th St. which has great bike lanes.","Apr 14, 2017",Anonymous
236735,I Agree,"Jul 25, 2017",Anonymous
236735,I Agree,"Jun 12, 2017",Anonymous
236736,I Agree,"Jul 25, 2017",Anonymous
236738,I Agree,"Nov 15, 2017",Anonymous
236738,I Agree RNA San Pedro CicLAvia vinyl,"Aug 21, 2017",Anonymous
236738,I Agree,"Jul 25, 2017",Anonymous
236738,I Agree,"Apr 21, 2017",Anonymous
236739,Great location,"Apr 17, 2017",Anonymous
236740,I Agree,"Jul 9, 2017",Anonymous
236740,Great idea,"Apr 17, 2017",Anonymous
236741,Busy intersection with two Main Street and a busy out door pedestrian shopping district.,"Sep 25, 2017",Anonymous
236741,I Agree RNA San Pedro CicLAvia vinyl,"Aug 21, 2017",Anonymous
236743,I Agree,"Jul 19, 2017",Anonymous
236745,I Agree,"Aug 2, 2017",Anonymous
236745,We need more bike share locations in residential areas so people can easily pick up a bike close to where they live.,"Jun 28, 2017",Anonymous
236745,I Agree,"Jun 8, 2017",Anonymous
236754,I Agree... connect Wilshire to Olympic ,"Nov 2, 2018",Anonymous
236754,I Agree,"May 29, 2018",Anonymous
236754,I Agree,"Oct 3, 2017",Anonymous
236754,I Agree,"Sep 28, 2017",Anonymous
236754,I Agree,"Jul 25, 2017",Anonymous
236754,I Agree,"Jun 30, 2017",Anonymous
236754,Wilshire /Western. Major transit stop. Lots of food places; club; bars;  residents without vehicles.  Home zip 90020. Work zip 90010.,"Apr 14, 2017",Anonymous
236755,I Agree,"Jan 2, 2018",Anonymous
236755,I Agree,"Jan 2, 2018",Anonymous
236755,I Agree,"Oct 17, 2017",Anonymous
236755,I Agree,"Oct 3, 2017",Anonymous
236755,I Agree,"Aug 11, 2017",Anonymous
236755,I Agree,"Aug 2, 2017",Anonymous
236755,I Agree,"Jul 25, 2017",Anonymous
236755,I Agree,"Jun 30, 2017",Anonymous
236755,I Agree,"Jun 8, 2017",Anonymous
236755,Bike stations in Koreatown would make perfect sense. Especially with the current and future Purple Line extension. Many residents would benefit from it. ,"Jun 7, 2017",Anonymous
236755,I Agree,"Jun 7, 2017",Anonymous
236755,Yes right by the metro entrance on Wiltshire between Normandie and Ardmore,"Apr 21, 2017",Anonymous
236755,I Agree,"Apr 21, 2017",Anonymous
236755,"I Agree, add bike stations to each metro station in Koreatown and MacArthur Park, and add bike stations throughout the neighborhoods.","Apr 20, 2017",Anonymous
236757,I Agree,"Oct 17, 2017",Anonymous
236757,I Agree,"Aug 2, 2017",Anonymous
236757,I Agree,"Apr 21, 2017",Anonymous
236757,I support having bike stations at all Metro rail line stations. I'd use this one in particular.,"Apr 17, 2017",Anonymous
236758,I Agree,"Mar 3, 2019",Guest
236758,I Agree,"Jan 2, 2018",Anonymous
236758,I Agree,"Oct 17, 2017",Anonymous
236758,I Agree,"Oct 3, 2017",Anonymous
236758,I Agree,"Aug 2, 2017",Anonymous
236758,This intersection as well as 3rd Street is busy. It would be great to have makes around this area ,"Jun 6, 2017",Anonymous
236758,I Agree,"Jun 6, 2017",Anonymous
236758,"Yes!  Santa Monica/Vermont; Beverly/Vermont, Wilshire/Vermont and on down south along major Rapid stops.  ","Apr 16, 2017",Anonymous
236761,I Agree,"May 26, 2017",Anonymous
236761,I Agree,"May 10, 2017",Anonymous
236765,Perfect spot for riders needed to go west/south of campus,"Oct 1, 2018",Anonymous
236765,Would help from misrespectful bicyclists placing bikes illegally on trains. Bicyclists make expo line crappy. ,"Jul 28, 2017",Anonymous
236765,I Agree,"Jul 18, 2017",Anonymous
236765,Bikeshare at all Expo Line stations makes sense!!,"Jun 24, 2017",Anonymous
236765,Bike stations at metro stations encourages metro riding and bike riding,"Apr 26, 2017",Anonymous
236765,Also need a connection to Vermont Ave.,"Apr 19, 2017",Anonymous
236805,I Agree,"Oct 12, 2017",Anonymous
236805,RNA San Pedro CicLAvia vinyl,"Aug 21, 2017",Anonymous
236805,I Agree,"Jul 17, 2017",Anonymous
236805,I Agree,"Jul 7, 2017",Anonymous
236805,I Agree,"Jul 7, 2017",Anonymous
236805,It would be important to have a bike share station at the Expo line bike hub station.  Please include.,"Jun 28, 2017",Anonymous
236805,It would be important to have a bike share station at the Expo line bike hub station.  Please include.,"Jun 28, 2017",Anonymous
236805,I Agree,"Jun 28, 2017",Anonymous
236805,I Agree,"Apr 28, 2017",Anonymous
236806,I Agree,"Jun 8, 2017",Anonymous
236806,I Agree!  Great location for a bike share stop.,"Jun 2, 2017",Anonymous
236807,I Agree,"May 2, 2018",Anonymous
236807,I Agree,"Sep 28, 2017",Anonymous
236807,I Agree,"Jun 29, 2017",Anonymous
236807,I Agree,"Jun 27, 2017",Anonymous
236807,A bike station next to the expo/bundy station is a great idea. ,"Apr 16, 2017",Anonymous
236807,I'd like to see a Breeze (Santa Monica) Bikeshare hub here.,"Apr 14, 2017",Anonymous
236808,I Agree,"Sep 9, 2018",Anonymous
236808,I Agree,"May 2, 2018",Anonymous
236808,I Agree RNA San Pedro CicLAvia vinyl,"Aug 21, 2017",Anonymous
236808,I Agree,"May 1, 2017",Anonymous
236808,I Agree,"Apr 24, 2017",Anonymous
236808,This is right by UCLA grad housing and would greatly decrease car use in the neighborhood!,"Apr 16, 2017",Anonymous
236808,Sawtelle is a great neighborhood but not super accessible via publication transit. This would be a great option. ,"Apr 16, 2017",Anonymous
236809,I Agree,"Aug 2, 2017",Anonymous
236810,I Agree RNA San Pedro CicLAvia vinyl,"Aug 21, 2017",Anonymous
236810,I Agree,"Jul 16, 2017",Anonymous
236810,I Agree--an important location to connect the train to nearby businesses and other unserved neighborhoods.  It would be great for the bike path too.,"Jul 7, 2017",Anonymous
236810,"As much as possible, bike share stations should be placed at all rail stations.","Jul 7, 2017",Anonymous
236810,I Agree,"Jul 7, 2017",Anonymous
236810,The expo line would complement this bike station well.,"Apr 22, 2017",Anonymous
236810,By expo!!!,"Apr 21, 2017",Anonymous
236810,Bike station here would be convenient for commuters that take the train part way or people that would like to enjoy the bike path a long exposition.,"Apr 17, 2017",Anonymous
236811,I Agree,"Jun 8, 2017",Anonymous
236811,I Agree,"Jun 8, 2017",Anonymous
236811,I Agree,"Apr 19, 2017",Anonymous
236811,i like this location because it helps move people around the entire westwood community north of Wilshire and then they can park or rent bikes in a convenient manner.,"Apr 16, 2017",Anonymous
236812,I Agree,"Jun 3, 2018",Anonymous
236812,I Agree,"May 2, 2018",Anonymous
236812,I Agree. Help connect to Expo Line.,"Aug 31, 2017",Anonymous
236812,I Agree,"Aug 2, 2017",Anonymous
236812,I Agree connects Westwood to Santa Monica system. ,"Jun 8, 2017",Anonymous
236812,I Agree,"May 7, 2017",Anonymous
236813,I Agree,"Oct 3, 2017",Anonymous
236813,I Agree,"Aug 2, 2017",Anonymous
236814,I Agree,"Jan 2, 2018",Anonymous
236814,I Agree,"Aug 2, 2017",Anonymous
236814,I Agree,"Jun 27, 2017",Anonymous
236814,I Agree,"Jun 8, 2017",Anonymous
236814,I Agree,"Apr 19, 2017",Anonymous
236814,"With the influx of people on campus each and every day, UCLA should have as many bike share locations as possible","Apr 16, 2017",Anonymous
236815,I Agree,"Jun 27, 2017",Anonymous
236815,I Agree,"Jun 8, 2017",Anonymous
236815,I Agree,"Jun 8, 2017",Anonymous
236815,I Agree,"Apr 19, 2017",Anonymous
236815,More locations in Westwood for people to park their bikes make sense in front of residential and commercial properties.,"Apr 16, 2017",Anonymous
236816,I Agree,"Sep 28, 2017",Anonymous
236817,I Agree,"Apr 19, 2017",Anonymous
236817,"I agree that this location makes sense for people to come from the UCLA campus area and then be able to park their bikes in an area that has theaters, restaurants and farmers markets in the vicinity.","Apr 16, 2017",Anonymous
236818,I Agree,"Jun 8, 2017",Anonymous
236818,Bike share would be a perfect fit for Virgil Village!,"Jun 2, 2017",Anonymous
236820,I Agree. Definitely need Metro Bikes along Westwood Blvd. Tons of ppl go to Expo Line and UCLA along this route daily. Get them on bikes and out of cars!,"Jul 4, 2018",Anonymous
236820,I Agree,"May 2, 2018",Anonymous
236820,Great location to link Westwood station to nearby businesses and UCLA.  ,"Jul 7, 2017",Anonymous
236820,"Near Westside Pavillion, Expo Line stop, and commuter path to UCLA","Jul 7, 2017",Anonymous
236820,I Agree,"Jun 8, 2017",Anonymous
236820,"Next to bike lanes.  Could connect neighborhoods for Westwood, Century City area to expo line.","Jun 8, 2017",Anonymous
236820,Near bus station and Mall.,"Apr 17, 2017",Anonymous
236820,Key transit point,"Apr 14, 2017",Anonymous
236821,I Agree,"Mar 6, 2019",Guest
236821,I Agree,"Nov 19, 2018",Anonymous
236821,Bikes near WW Expo Line Station please!,"Jul 4, 2018",Anonymous
236821,I Agree,"Jul 17, 2017",Anonymous
236821,I Agree,"Jul 7, 2017",Anonymous
236821,Expo line bike lane route,"Jul 7, 2017",Anonymous
236821,I Agree. Westwood station dropoff,"Jun 30, 2017",Anonymous
236821,I Agree,"Jun 8, 2017",Anonymous
236821,I Agree,"Jun 8, 2017",Anonymous
236821,"Need some here and into Westwood, Century City and West LA.","Jun 8, 2017",Anonymous
236821,good location because it is close to expo line and bike path,"Apr 17, 2017",Anonymous
236822,I Agree,"Aug 2, 2017",Anonymous
236822,I Agree,"Apr 30, 2017",Anonymous
236822,Close to shopping and lots of dense housing.,"Apr 28, 2017",Anonymous
236822,Farmers market located here on weekends. Lots of great small restaurants to ride to and support.,"Apr 28, 2017",Anonymous
236823,I Agree,"Mar 30, 2018",Anonymous
236823,I Agree RNA San Pedro CicLAvia vinyl,"Aug 21, 2017",Anonymous
236823,I Agree,"Jul 25, 2017",Anonymous
236823,Please make bike share stations automatic at all rail stations,"Jul 15, 2017",Anonymous
236823,I Agree,"Jun 28, 2017",Anonymous
236823,Makes sense to put a bike share hub at the Expo Line Metro station.,"Apr 28, 2017",Anonymous
236823,Bike stations at metro stations encourages metro riding and bike riding,"Apr 26, 2017",Anonymous
236823,I Agree,"Apr 26, 2017",Anonymous
236823,Also near the WeWork. +1 for a station,"Apr 18, 2017",Anonymous
236824,I Agree,"Jun 30, 2018",Anonymous
236824,I Agree,"Jul 25, 2017",Anonymous
236824,Bike share options at all expo line stations please!,"Jul 15, 2017",Anonymous
236825,I Agree,"Jul 25, 2017",Anonymous
236825,"Farmdale Station, Farmdale is a low-traffic roadway which would be conducive to bicycling to points north and south.","Jun 7, 2017",Anonymous
236826,You should also have one by the baldwin mall,"Jan 3, 2018",Anonymous
236826,I Agree RNA San Pedro CicLAvia vinyl,"Aug 21, 2017",Anonymous
236826,Bike stations at metro stations encourages metro riding and bike riding,"Apr 26, 2017",Anonymous
236826,Expo stop and future end to the new Crenshaw Line. Need a station here for people to ride to the USC area.,"Apr 19, 2017",Anonymous
236827,I Agree RNA San Pedro CicLAvia vinyl,"Aug 21, 2017",Anonymous
236827,This would be a great spot for a location,"Apr 14, 2017",Anonymous
236828,I Agree RNA San Pedro CicLAvia vinyl,"Aug 21, 2017",Anonymous
236828,I agree. ,"Jul 17, 2017",Anonymous
236828,Bikeshare at Expo Line stations are a no-brainer,"Jun 24, 2017",Anonymous
236828,I Agree,"May 1, 2017",Anonymous
236831,"This is a very rich strip of restaurants and cafes, there should be stations along here.","Jul 28, 2018",Anonymous
236831,I Agree,"Oct 13, 2017",Anonymous
236831,I Agree,"Sep 8, 2017",Anonymous
236832,I Agree,"Oct 17, 2017",Anonymous
236832,I Agree,"Oct 17, 2017",Anonymous
236832,I Agree,"Jun 8, 2017",Anonymous
236832,I Agree,"May 2, 2017",Anonymous
236833,Close to library,"Jul 18, 2017",Anonymous
236833,Good choice right near the library,"Apr 14, 2017",Anonymous
236836,This location is approximately a mile from the Western/Exposition Expo Line. A location here would be great for first mile/last mile connections to Expo and soon Crenshaw/LAX. ,"May 1, 2018",Anonymous
236837,I Agree,"May 1, 2018",Anonymous
236837,I Agree,"Jan 2, 2018",Anonymous
236837,"I Agree, I want to go west on Pico to Hauser or further to Fairfax on Pico. Can we get tbikes there too?","Apr 19, 2017",Anonymous
236837,This would be a great location because it is already a metro bus transportation hub.  More and more shopping is also appearing at this intersection.,"Apr 16, 2017",Anonymous
